Date,Open,High,Low,Close,Volume
2023-01-02,1546.1335555366848,1556.1086107336955,1524.7371108454206,1548.6273193359375,1061404
2023-01-03,1545.1359974183263,1566.083612618962,1540.1983939702131,1559.10107421875,1306648
2023-01-04,1558.1034958474327,1563.4401255933658,1536.557402716403,1543.98876953125,1036103
2023-01-05,1544.138368241058,1544.138368241058,1451.071065169823,1465.185791015625,5979381
2023-01-06,1469.8741677727323,1469.8741677727323,1419.4502198306845,1426.7818603515625,5207616
2023-01-09,1443.3905847703213,1447.2808809138128,1405.1362698519288,1410.472900390625,4513767
2023-01-10,1425.435323379647,1425.435323379647,1387.5301153401601,1409.7745361328125,2903001
2023-01-11,1414.4627730447949,1419.300650277859,1393.5650819095881,1396.2083740234375,2327598
2023-01-12,1401.495303661986,1411.420435220028,1375.5601592525827,1384.3382568359375,3168742
2023-01-13,1391.270927426364,1396.3581816033127,1370.92178895275,1387.679931640625,3754686
2023-01-16,1394.6622059231092,1414.9114925788765,1375.7594054447202,1380.44775390625,3480545
2023-01-17,1385.5351561871348,1388.1286461652087,1350.5725392847282,1369.475341796875,3681802
2023-01-18,1376.3582238279814,1376.5576762341527,1361.5950927968252,1363.889404296875,2589016
2023-01-19,1361.5950585102457,1362.5426400644224,1344.7371905755278,1351.7696533203125,1910318
2023-01-20,1356.6074633564722,1358.253371764441,1323.240953497152,1329.874267578125,2091612
2023-01-23,1326.682274996776,1341.6448570456116,1316.2583915424086,1329.4254150390625,1832743
2023-01-24,1332.9168037938798,1345.634999676665,1326.233565251997,1329.3756103515625,1311451
2023-01-25,1331.5700751604538,1331.5700751604538,1306.7321646247315,1311.0712890625,1549899
2023-01-27,1311.8194101292981,1332.8169488332287,1298.8020368957257,1310.921630859375,1829556
2023-01-30,1317.5053729740785,1356.607541644567,1314.562658555876,1340.497802734375,4411750
2023-01-31,1351.0215831105006,1353.7647234579479,1320.497936688432,1339.101318359375,2213909
2023-02-01,1344.6373673545324,1356.607432939291,1243.739665176512,1265.13623046875,4761664
2023-02-02,1265.8346263534243,1285.43563605556,1248.9767570945285,1268.7274169921875,2419664
2023-02-03,1301.7446435367854,1337.4553882113962,1278.1038125099105,1334.1136474609375,3271913
2023-02-06,1334.1137008112755,1345.6349382027302,1318.8020155266229,1339.6998291015625,1546926
2023-02-07,1341.7945901000562,1358.9516365361665,1333.7646218648592,1347.031494140625,1604424
2023-02-08,1353.565087356726,1373.5651220448958,1341.8443973174903,1365.4853515625,1516979
2023-02-09,1366.5825386231254,1406.3830325318072,1353.2658645159813,1396.757080078125,2593600
2023-02-10,1402.4926941560216,1415.1111627346972,1390.5226284875491,1398.2532958984375,2069492
2023-02-13,1400.4977149015008,1411.4702753458857,1378.3032176389947,1385.0863037109375,1467695
2023-02-14,1386.5326828735244,1401.4952657822314,1370.2234918561958,1395.1112060546875,1390992
2023-02-15,1394.5126853285547,1420.3979042790813,1384.5875543360085,1417.255859375,1518171
2023-02-16,1425.4353822206062,1431.4204153160042,1409.525217948331,1424.6373291015625,2153424
2023-02-17,1416.5076155072354,1423.639681823076,1406.482637364383,1410.5225830078125,994199
2023-02-20,1414.4627893683935,1422.2433809217357,1397.3057435915455,1401.09619140625,993735
2023-02-21,1405.8843307674088,1405.8843307674088,1386.5326989611199,1390.822021484375,1117177
2023-02-22,1386.4330354963238,1388.5277728694718,1352.6175718469854,1357.55517578125,1402505
2023-02-23,1358.602472092711,1362.5425700565545,1337.654856884233,1343.5899658203125,1095460
2023-02-24,1350.3232790471613,1382.542758562707,1346.9816596476667,1355.610107421875,1342454
2023-02-27,1354.562470951145,1363.83932030021,1341.644824138806,1354.013916015625,972575
2023-02-28,1360.7969053975646,1368.4777705304964,1326.682267232201,1331.570068359375,1597380
2023-03-01,1332.3682322695677,1356.6076679847426,1331.5703008184832,1340.5478515625,1134472
2023-03-02,1371.5701087243904,1382.4927456111798,1333.864350847315,1340.1986083984375,3267851
2023-03-03,1353.6150247135308,1361.0463923182708,1342.7421899186752,1351.9691162109375,1199487
2023-03-06,1353.864408469105,1395.9590939955265,1353.864408469105,1377.355712890625,2466703
2023-03-08,1371.5701319911727,1380.348229542242,1354.5128114301183,1377.355712890625,1557533
2023-03-09,1374.5624900158755,1375.510071473209,1346.6323378239708,1349.176025390625,1545024
2023-03-10,1336.6573669023867,1338.6523778977635,1317.7546864275157,1325.53515625,1389890
2023-03-13,1322.6923624511442,1337.85439814094,1288.6774474682709,1292.4678955078125,1668502
