Date,Open,High,Low,Close,Volume
2023-01-02,1894.1145716555932,1970.1188080443517,1875.1439829346734,1961.8145751953125,891868
2023-01-03,1962.8131055804968,1992.693695086286,1957.966977898104,1972.018310546875,789378
2023-01-04,1967.6836513612552,1981.759360610694,1894.820862648322,1913.5966796875,798508
2023-01-05,1919.952593928547,1931.4712878278467,1890.7295711899085,1913.840087890625,450812
2023-01-06,1911.6728911361847,1918.954271105378,1870.273605595656,1876.0694580078125,603274
2023-01-09,1898.9850350167844,1950.1497006705288,1887.3202023222525,1945.6932373046875,592108
2023-01-10,1948.2018508385893,1948.2018508385893,1902.638256270341,1930.229736328125,346374
2023-01-11,1923.8489662737175,1965.1508615339576,1903.0031866042357,1912.37890625,502230
2023-01-12,1921.9496159325568,1952.3171367891564,1916.0562585752539,1937.5838623046875,433806
2023-01-13,1965.2237876332438,1989.3571562781606,1901.9316183783124,1951.074951171875,1192844
2023-01-16,1960.621290449547,1984.1944811068158,1929.8883641312539,1935.6112060546875,482024
2023-01-17,1945.3037659580946,1956.3354104766222,1930.180826540684,1936.8533935546875,404432
2023-01-18,1942.3813401480083,1956.9197230080576,1903.1250309781647,1928.5247802734375,556714
2023-01-19,1923.849061960801,2083.6015916628626,1909.2375500978076,2073.93359375,4324412
2023-01-20,2064.1438984404385,2123.5155337732267,2063.145540225295,2105.762451171875,1476420
2023-01-23,2108.928426130497,2279.396081822338,2080.7037577253363,2237.095703125,2527028
2023-01-24,2233.564524966092,2278.811462462867,2210.941175126501,2234.7333984375,2152818
2023-01-25,2219.7382698612832,2261.5386612144407,2213.1961762576866,2251.247802734375,961322
2023-01-27,2250.267597252452,2305.6422136482547,2230.175922276984,2242.892578125,1505742
2023-01-30,2249.288018122346,2285.5019973995154,2226.2804992193155,2261.489990234375,602798
2023-01-31,2267.4189434653927,2327.2039253332932,2211.333674190511,2297.0908203125,1060130
2023-02-01,2303.682081678011,2324.7538386471992,2255.8296395791162,2295.52294921875,852924
2023-02-02,2310.5424153607187,2395.319475351685,2310.5424153607187,2364.15283203125,1287422
2023-02-03,2371.7977829152496,2391.399417484797,2345.45808646242,2377.188232421875,661336
2023-02-06,2374.272268548931,2425.7021502537973,2339.9450035276527,2371.3076171875,864934
2023-02-07,2370.817678726421,2388.753222043195,2353.421228210756,2362.291015625,308864
2023-02-08,2376.698279489863,2413.3778873907413,2364.128778712652,2368.759521484375,492842
2023-02-09,2365.9415222380903,2398.2354042026095,2342.3951561804715,2364.37353515625,371042
2023-02-10,2361.9968393057857,2401.2001063482053,2342.395205784576,2396.642822265625,450108
2023-02-13,2397.7698438591947,2397.7698438591947,2301.133693946369,2313.874755859375,720900
2023-02-14,2320.3432892578016,2368.244779548182,2317.403044329492,2328.453369140625,651696
2023-02-15,2332.031283016699,2376.159372208712,2309.0972243643323,2367.36328125,471376
2023-02-16,2388.9492962957543,2442.4862625768437,2379.344447166887,2420.679443359375,953328
2023-02-17,2404.164897504157,2420.8018806337896,2376.6982026465344,2406.272216796875,449196
2023-02-20,2410.9767108576334,2496.758270749,2399.1420322443287,2480.611328125,1397586
2023-02-21,2491.8577288199162,2516.359771384517,2430.0391232849797,2434.52294921875,813338
2023-02-22,2404.1403394627755,2486.4671998438894,2397.2797677643493,2469.560791015625,772092
2023-02-23,2479.1167606099752,2486.3939153829156,2426.1923466653466,2435.9931640625,644010
2023-02-24,2440.599689819206,2449.2244576536964,2393.139180034125,2398.750244140625,614950
2023-02-27,2388.777803475538,2388.777803475538,2322.0831897401417,2362.732177734375,719874
2023-02-28,2384.612331241841,2388.94924079607,2325.145823823086,2348.81494140625,472828
2023-03-01,2352.1959722791635,2418.351483999515,2333.353806748453,2405.16943359375,548740
2023-03-02,2396.275521725906,2409.825104342914,2372.7779655750346,2381.770263671875,344678
2023-03-03,2401.200481643609,2425.1634345130246,2372.5330881382715,2384.612548828125,378146
2023-03-06,2401.175926715148,2425.7023772630305,2380.9126882939713,2390.41943359375,413696
2023-03-08,2376.6980017865667,2404.1158816626053,2344.869754484532,2397.108154296875,506098
2023-03-09,2408.452875972205,2410.2170710357977,2356.116604511554,2360.821044921875,243882
2023-03-10,2332.594627754678,2341.3172598532383,2296.356008362379,2327.400146484375,792904
2023-03-13,2336.7599925173977,2351.3143027147767,2255.1681840337765,2264.993408203125,573556
2023-03-14,2266.439253681875,2266.439253681875,2181.123081703935,2221.404541015625,1561904
2023-03-15,2241.91290286171,2251.4440556150043,2202.979054316543,2217.337158203125,598414
2023-03-16,2214.9848296851274,2246.3474467426163,2186.5624579767787,2195.726318359375,534932
2023-03-17,2226.353806614865,2283.5904852992394,2220.326160265116,2279.645751953125,1089322
2023-03-20,2263.988726129074,2281.7527069347407,2205.3307406955355,2233.581787109375,469668
2023-03-21,2239.5112046154413,2245.2447785628538,2180.951320065158,2193.6923828125,554638
2023-03-22,2222.3352890995097,2238.6781995551655,2197.3676116949932,2201.532958984375,516572
2023-03-23,2188.057037356579,2189.306785225401,2140.0330288817277,2169.26416015625,932774
2023-03-24,2180.6820758050803,2229.6861673962057,2115.0165930729722,2119.328857421875,919892
2023-03-27,2129.9380776849125,2176.9819977275874,2107.224637183758,2140.057373046875,650670
2023-03-28,2145.8887936245424,2179.8731730256186,2134.8384686240106,2168.455078125,378044
2023-03-29,2164.5104769004406,2232.381135956522,2149.858303053634,2225.66748046875,788878
2023-03-31,2245.293437613726,2278.6896695386226,2221.3548972082963,2258.843017578125,1182254
2023-04-03,2268.8892948729685,2270.9475622986506,2186.562426290105,2221.624755859375,654980
2023-04-05,2221.845728312792,2241.9130014774705,2190.5321586034697,2229.955810546875,493884
2023-04-06,2217.9247749619612,2245.8571019997057,2209.4959770570167,2228.362548828125,465962
2023-04-10,2228.7058689274577,2246.10231975132,2200.7735394356228,2239.3642578125,265046
2023-04-11,2238.9966340785145,2238.9966340785145,2200.920364485183,2211.309326171875,367938
2023-04-12,2212.3627828231834,2236.5463456121156,2205.183732527283,2226.549560546875,370780
2023-04-13,2213.269560629705,2224.7855209252434,2132.1677976972983,2152.136962890625,1244308
2023-04-17,2058.1712890541985,2070.422308631902,1941.5661086413886,2060.40087890625,2647796
2023-04-18,2080.199143259452,2147.3591506040902,2048.3708921782513,2134.422119140625,1312442
2023-04-19,2141.4541837208244,2151.2794073988625,2098.845034598936,2115.702392578125,735200
2023-04-20,2126.7281437025867,2143.462990139926,2092.474337646776,2102.299560546875,401662
2023-04-21,2107.1757992953926,2130.9427821479107,2070.4227330286126,2107.83740234375,486708
2023-04-24,2126.777362294086,2189.968227790405,2124.351564291883,2176.908447265625,1438434
2023-04-25,2153.7300214345,2204.204240366867,2138.7103138504795,2191.561279296875,1529942
2023-04-26,2160.1249602580097,2227.481185991017,2132.315135749157,2191.561279296875,1167572
2023-04-27,2190.3844983832846,2269.8201681240885,2178.2315809990505,2245.955322265625,907450
2023-04-28,2253.207855728699,2337.3967790724423,2249.31193521267,2321.446044921875,1169504
2023-05-02,2331.124551238905,2363.1978237165904,2318.1140611111714,2328.13525390625,546108
2023-05-03,2312.992594704921,2327.399746485883,2288.9805953107384,2292.386474609375,559118
2023-05-04,2296.1596682851264,2312.012536308026,2263.9885370375328,2288.123046875,497210
2023-05-05,2288.0006867877446,2311.326678676514,2267.786502095092,2273.6669921875,421276
2023-05-08,2289.9609352540683,2301.207468684857,2271.829423461986,2290.573486328125,380326
2023-05-09,2303.1921681149265,2335.5348666459017,2294.028307820039,2300.791015625,548846
2023-05-10,2315.9328661853465,2315.9328661853465,2282.3650707275183,2289.37255859375,282798
2023-05-11,2311.52258991177,2315.7860408342817,2278.1507616082677,2287.11865234375,460416
2023-05-12,2292.9014948529407,2312.160007551252,2267.296856446002,2279.621337890625,419216
2023-05-15,2283.5905394371393,2303.9028299679217,2262.518781240616,2298.953369140625,311284
2023-05-16,2310.5428167701325,2359.0568653088903,2290.941180996897,2312.012939453125,660646
2023-05-17,2315.8108611082343,2358.7875451956284,2295.351652844727,2354.328125,713662
2023-05-18,2375.2038017665705,2378.7565982404153,2320.4905446471366,2326.836669921875,360724
2023-05-19,2344.845653306142,2399.240191972178,2335.240804028476,2395.41796875,1017838
2023-05-22,2401.1999217758166,2477.7687968324435,2396.2995137721928,2470.3447265625,867542
2023-05-23,2469.8060803128756,2497.2483700941298,2420.801991417779,2425.726806640625,678044
2023-05-24,2418.3518382485227,2479.5825443323115,2398.9217644452033,2433.88623046875,805160
2023-05-25,2445.303937956953,2471.276104031446,2433.616415367878,2463.1904296875,440560
2023-05-26,2482.5471669527556,2528.6110109506944,2465.5917041788093,2493.793701171875,1172258
2023-05-29,2515.6985359689384,2515.6985359689384,2465.518393319958,2469.438720703125,493606
2023-05-30,2471.692770298183,2499.9435795158593,2463.018950906306,2485.658935546875,431988
2023-05-31,2483.7479055177523,2528.1210134838952,2474.706555164503,2518.026123046875,660568
2023-06-01,2527.630685241646,2548.702441632765,2496.390581289697,2535.226318359375,566908
