Date,Open,High,Low,Close,Volume
2023-01-02,2969.4781755422664,2969.4781755422664,2905.1439010391027,2930.38720703125,1015990
2023-01-03,2930.1471459511476,2942.600464778347,2908.9908488684678,2912.1162109375,860367
2023-01-04,2918.6069248260383,2933.031670747748,2886.439788376177,2901.153076171875,836382
2023-01-05,2922.9825931666237,2929.762270972399,2880.5256151315557,2889.132568359375,1113920
2023-01-06,2894.5654691829827,2907.5477395597172,2838.789789045902,2864.17724609375,1045526
2023-01-09,2878.5062674018286,2901.9222981410403,2837.8284356853487,2869.70703125,808263
2023-01-10,2869.706653482062,2870.524149579806,2838.981994715977,2846.819580078125,864325
2023-01-11,2860.81192823823,2860.81192823823,2822.4421946984185,2827.635009765625,890426
2023-01-12,2826.288386350965,2827.105882483365,2784.9374504499474,2804.122314453125,1558620
2023-01-13,2812.8257397398665,2812.8257397398665,2761.6178865292177,2797.58349609375,1507864
2023-01-16,2812.825713042068,2817.249396108736,2784.9378683657537,2804.218994140625,644073
2023-01-17,2812.8258280019318,2831.9146715492348,2799.506883588992,2828.115966796875,716489
2023-01-18,2834.8954797689826,2846.4834068096934,2817.008934363132,2832.299072265625,893808
2023-01-19,2841.578839814053,2859.5618785147017,2734.547407167356,2756.232421875,2379947
2023-01-20,2738.7787241581427,2738.7787241581427,2674.348185352456,2680.887451171875,3171005
2023-01-23,2692.619473013274,2692.619473013274,2661.7025254753253,2677.665771484375,1402260
2023-01-24,2687.8109148905974,2718.679964210641,2677.6654635872474,2702.812744140625,1061471
2023-01-25,2703.1012580033034,2703.197516891892,2660.9811856903902,2668.578125,857953
2023-01-27,2660.500538083602,2666.510849576437,2582.8473135961704,2618.23583984375,1801498
2023-01-30,2619.5343870514207,2669.540182986323,2592.8486017207756,2660.115966796875,1171912
2023-01-31,2654.152985172881,2673.3378483818974,2613.811830053066,2621.312744140625,1961805
2023-02-01,2644.3443948342533,2671.462869447608,2601.070158288126,2638.5263671875,1176872
2023-02-02,2635.8823570866157,2635.8823570866157,2590.6848121092094,2601.887939453125,1308570
2023-02-03,2601.8879972591817,2657.904104778879,2596.454769153374,2654.538330078125,1278409
2023-02-06,2654.537865063657,2658.9615478065593,2613.764009742578,2648.57568359375,1120284
2023-02-07,2656.0770346180343,2668.0976584169935,2642.758089537664,2652.278564453125,732250
2023-02-08,2661.8464396483796,2677.2328352532836,2639.0553881141686,2659.53857421875,811956
2023-02-09,2675.2616605871262,2712.1891544147215,2660.067546527856,2706.65966796875,946372
2023-02-10,2721.4687783619997,2722.3822986642,2685.887737796843,2697.04296875,700072
2023-02-13,2706.56305712965,2720.5069776584755,2673.3861427679612,2683.723876953125,467228
2023-02-14,2697.1872464964017,2697.1872464964017,2658.961667372333,2670.50146484375,524746
2023-02-15,2670.501535216661,2690.984723223754,2648.3835894802605,2679.300537109375,817717
